id,sample,label
2245,czy klient może zgłosić zaistniałą sytuację organom ścigania,prawo medyczne

2246,co należy zrobić w sytuacji zgubienia karty zgonu przez rodzinę zmarłego,prawo cywilne

2247,czy w przypadku sprzedaży na kwotę do  złotych apteka może wystawić standardową fakturę vat czy musi wystawić tzw paragon z nip,prawo podatkowe

2248,czy na recepcie weterynaryjnej na lek psychotropowy o kategorii iiip i ivp musi być kod jeżeli tak to czy może być zapisany odręcznie,prawo farmaceutyczne

2249,czy w sytuacji w której klient samodzielnie wybudowałby przydomową oczyszczalnię ścieków a następnie gmina również wybudowałaby kanalizację klient mógłby zostać zobowiązany do podłączenia się do kanalizacji gminnej,prawo administracyjne

2250,czy istnieje akt prawny normujący ograniczenia które obowiązują spółdzielnie mieszkaniowe w kształtowaniu wysokości opłat,prawo cywilne

2251,jakie kroki prawne może podjąć klientka w przedmiotowej sprawie,prawo medyczne

2252,czy klient który zamierza postawić karetkę na miejscu parkingowym i wykonywać w niej badania medyczne musi uzyskać zezwolenie na handel,prawo administracyjne

2253,czy obecnie klientka może dochodzić zwrotu kwoty uiszczonej w celu opłacenia mandatu,prawo administracyjne

2254,czy ktoś oprócz ciotki klientki ma prawa do przedmiotowej nieruchomości,prawo cywilne

2255,które dokumenty klientka powinna pozostawić w aptece w celu umożliwienia jej dalszej działalności,prawo farmaceutyczne

2256,czy klient musi być reprezentowany w procesie od początku do końca czy wobec cofnięcia pełnomocnictwa klient może otrzymać zwrot kosztów zastępstwa procesowego,prawo cywilne

2257,czy klient musi osobiście jechać do szpitala i odebrać pismo,prawo karne

2258,czy można sprzedawać leki dostępne w ramach programów lekowych po cenie wyższej niż cena urzędowego zbycia leków w ramach innych kanałów dystrybucji tych leków  niezwiązanych bezpośrednio z samym programem lekowym,prawo medyczne

2259,czy po okresie leczenia i rehabilitacji klientowi przysługuje płatny urlop wypoczynkowy,prawo pracy

2260,czy system czasu pracy stosowany u klienta jest zgodny z prawem pracy czy klient może żądać zapłaty dodatkowego wynagrodzenia za pracę w sobotę czy klient może żądać zapłaty dodatkowego wynagrodzenia za pracę w sobotę w przeszłości,prawo pracy

2261,w jaki sposób liczony jest okres  miesięcy na zmianę rezydentury  jako rok od rozpoczęcia rezydentury czy rok faktycznie przepracowany,prawo medyczne

2262,czy pracodawca może zobowiązać klientkę do pełnienia dodatkowych dyżurów medycznychw ramach szpitalnego oddziału ratunkowego niewynikających z programu szkolenia specjalizacyjnego niezależnie od dyżurów które klientka pełni zgodnie z programem specjalizacji,prawo medyczne

2263,jakie są prawa i obowiązki klientki w związku z wezwaniem do stawiennictwa na przesłuchanie w charakterze podejrzanego,prawo karne

2264,czy klientce przysługuje roszczenie o wypłatę dodatku covidowego,prawo pracy

2265,czy w przypadku gdy klientka nie będzie zwolniona z tajemnicy lekarskiej może w trakcie przesłuchania przez policję udzielić odpowiedzi na pytanie jak zachowywał się pacjent w przychodni,prawo medyczne

2266,czy fizjoterapeuta prowadzący indywidualną praktykę podlega obowiązkowi przeprowadzenia badań sanitarnoepidemiologicznych,prawo medyczne

2267,jakie są zasady odpowiedzialności klientki,prawo pracy

2268,jakich formalności należy dopełnić w związku z sprowadzeniem samochodu z usa z przeznaczeniem do sprzedaży na części,prawo podatkowe

2269,jaka dokumentacja powinna towarzyszyć dostawie suplementów diety która jest przyjmowana w hurtowni farmaceutycznej czy suplement diety w formie półproduktu może zostać przyjęty w hurtowni farmaceutycznej,prawo farmaceutyczne

2270,czy importer sprowadzający do unii europejskiej produkty kosmetyczne które są już w niej sprzedawane musi przeprowadzać ocenę bezpieczeństwa produktów oraz dokonywać rejestracji na portalu cpnp,inne

2271,czy status apteki może być aktywny z datą otwarcia apteki i rozpoczęcia sprzedaży tj  września br,prawo farmaceutyczne

2272,czy pracodawca ma obowiązek refundacji kosztów związanych z zakupem okularów korygujących wzrok praca w szpitalu,prawo pracy

2273,czy wspólnota mieszkaniowa była uprawniona do postawienia znaku zakazu wjazdu dla samochodów ciężarowych na nieruchomości obciążonej służebnością gruntową,prawo cywilne

2274,czy mężowi klientki przysługuje urlop rodzicielski,prawo pracy

2275,czy właściciel posiadający większość udziałów we współwłasności może doprowadzić do fizycznego podziału nieruchomości,prawo cywilne

2276,czy pracodawca może udostępnić harmonogram pracy zakładowej organizacji związkowejw celu zamieszczenia na zabezpieczonej hasłem stronie internetowej czy wywieszenie harmonogramu pracy w miejscu dostępnym tylko dla pracowników firmy będzie zgodne z przepisami o ochronie danych osobowych czy pracodawca może a jeżeli tak to w jakich sytuacjach odmówić udostępnienia harmonogramu pracy pracownikom,prawo administracyjne

2277,czy klientka obecnie odpowiada za długi powstałe wskutek tego że jej matka nie płaci czynszu do spółdzielni czy po śmierci matki klientka będzie odpowiadała za długi powstałe za życia jej matki jeżeli przyjmie spadek lub go odrzuci,prawo cywilne

2278,czy klientka powinna dokonywać opłat za mieszkanie żonie zmarłego wynajmującego jeżeli nie posiada ona jeszcze dokumentu potwierdzającego status spadkobiercy,prawo cywilne

2279,czy klientka może nadbudować budynek o pół piętra,prawo administracyjne

2280,kto i w jaki sposób może złożyć zawiadomienie o popełnieniu przestępstwa co jeszcze może uczynić klientka czy może dochodzić odszkodowania,prawo karne

2281,jak kształtuje się odpowiedzialność klienta w przedmiotowej sprawie,prawo medyczne

2282,jakich samochodów dotyczą dopłaty do samochodów elektrycznych czy dopłaty mogą dotyczyć samochodu demonstracyjnego,prawo administracyjne

2283,czy zobowiązana przez inspektorat nadzoru budowlanego gmina powinna zakończyć pracę naprawcze placu zabaw w określonym terminie czy klient może prosić inspektorat nadzoru budowlanego o informację na temat wykonanych przez gminę prac naprawczych,prawo administracyjne

2284,czy okoliczność iż klient wynajmuje pomieszczenie od spółki cywilnej ma wpływ na przedmiotową sprawę czy klient może odpowiedzieć komornikowi za pomocą wiadomości email czy klient ma dokonać opłaty za media również na konto komornika w jakich terminach ulegają przedawnieniu wierzytelności,prawo cywilne

2285,czy odpowiedzialność za błąd medyczny lekarza dentysty odbywającego staż podyplomowy imającego ograniczone prawo wykonywania zawodu różni się od odpowiedzialności lekarza dentysty który ma pełne prawo wykonywania zawodu i jest zatrudniony na podstawie umowy o pracę,prawo medyczne

2286,w jaki sposób dokonać demontażu auta sprowadzonego zza granicy,prawo administracyjne

2287,czy każdy niezadowolony pacjent może w skardze na lekarza używać dowolnych określeń czy klientka może się w jakiś sposób bronić czy skargi na pracownika mogą przychodzić do sekretariatu i być znane w całym zakładzie pracy,prawo karne

2288,czy klient może odwołać się od nałożonej kary,prawo pracy

2289,czy tzw zejście po dyżurach medycznych wydłuża czas trwania szkolenia specjalizacyjnego,prawo medyczne

2290,co może uczynić klientka gdy służba aresztu śledczego utrudnia przekazywanie informacji na temat jej męża a szpital utrudnia jego leczenie,prawo karne

2291,czy legalne jest założenie spółki w składzie osobowym który jest w innej spółce czy usługi dostawy jedzenia są zwolnione z podatku vat czy spółka może rozszerzyć działalność o dostawy jedzenia i korzystać ze zwolnienia vat,prawo podatkowe

2292,czy pracując na podstawie tejże umowy o pracę klient może podjąć pracę w innej aptece na podstawie umowy zlecenia w świetle przepisów o zakazie konkurencji,prawo pracy

2293,czy klientce przysługuje roszczenie o wypłatę dodatku covidowego,prawo medyczne

2294,czy rękawice ochronne muszą spełniać specjalne normy bezpieczeństwa czy klient może zastąpić rękawice ochronne zwykłymi rękawiczkami foliowymi,inne

2295,czy klient powinien udostępnić dokumentację medyczną oraz nr polisy,prawo medyczne

2296,czy lekarz jest zobowiązany do wydania pacjentowi opisu tomografii przetłumaczonego na język polski,prawo medyczne

2297,czy firma zajmująca się transportem medycznym może odmówić transportu pacjenta czy firma zajmująca się transportem medycznym może odmówić transportu pacjenta z podejrzeniem covid czy w przypadku odmowy transportu pacjenta z zagrożeniem życia osoba która odmówiła transportu może podlegać odpowiedzialności karnej,prawo karne

2298,czy klient może założyć drugą spółkę w celu uzyskania zwolnienia podmiotowego z vatu,prawo cywilne

2299,czy tzw zejście po dyżurach medycznych w przypadku pełnienia dyżuru medycznego powyżej czasu określonego w umowie specjalizacyjnej przy podpisanej klauzuli optout wydłuża czas trwania szkolenia specjalizacyjnego,prawo medyczne

2300,jakie kroki może podjąć klientka w przedmiotowej sprawie,prawo administracyjne

2301,czy pracodawca może oddelegować lekarza rezydenta do pracy w szpitalnym oddziale ratunkowym sor czy pracodawca może oddelegować lekarza zatrudnionego na podstawie umowy kontraktowej do pracy w szpitalnym oddziale ratunkowym sor,prawo medyczne

2302,czy podmiot niefigurujący w rejestrze podmiotów wykonujących działalność leczniczą może zatrudnić lekarza na umowę zlecenie kto ponosi odpowiedzialność za miejsce świadczonych usług jak w przedmiotowej sytuacji kształtuje się odpowiedzialność klienta za błędy medyczne kto jest odpowiedzialny za przechowywanie dokumentacji medycznej czy jeżeli podmiot zostanie wpisany do rejestru kwestie odpowiedzialności za spełniający normy gabinet dokumentację i błędy medyczne ulegają zmianom,prawo medyczne

2303,czy lekarz może odmówić leczenia pacjentki,prawo medyczne

2304,czy wnioski dotyczące spółki z oo zawarte w opinii prawnej o sygnaturze  sąw dalszym ciągu aktualne,prawo cywilne

2305,jakie są prawa i obowiązki klientki w związku z otrzymanym wezwaniem,prawo cywilne

2306,czy pielęgniarka ma obowiązek się zaszczepić czy pracodawca ma prawo zweryfikować czy pracownik się zaszczepił,prawo medyczne

2307,czy w przedstawionej sytuacji klient potrzebuje zgody byłej małżonki,prawo cywilne

2308,jak powinien zachować się w przedmiotowej sprawie klient jak przedstawia się odpowiedzialność klienta za błąd w sztuce jaką dokumentację powinien udostępnić klient,prawo medyczne

2309,czy pacjenci leczeni przez lekarza dentystę odbywającego staż podyplomowy powinni być o tym poinformowani kto powinien ich o tym poinformować  lekarz stażysta czy jego pracodawca,prawo medyczne

2310,jakie konsekwencje prawne wynikną z faktu niepodjęcia przez klientkę żadnych kroków prawnych,prawo cywilne

2311,czy klientka może ponosić odpowiedzialność w niniejszej sytuacji,prawo medyczne

2312,czy dodatek covidowy jest składnikiem wynagrodzenia jak powinno kształtować się wynagrodzenie klientki,prawo medyczne

2313,czy hurtownik importujący produkt leczniczy z obszaru ue może zaniechać weryfikacji autentyczności produktu i od razu wysłać produkt podmiotowi dokonującemu przepakowania czy hurtownik w przypadku zakupu produktu leczniczego z importu równoległego może wskazać od razu miejsce jego dostawy na podmiot dokonujący przepakowania czy musi najpierw samodzielnie przeprowadzić weryfikację autentyczności,prawo farmaceutyczne

2314,czy czas pracy farmaceuty i technika farmaceutycznego zatrudnionych w aptece prywatnej nie może przekraczać  godzin  minut na dobę i przeciętnie  godzin  minut na tydzień wprzeciętnie pięciodniowym tygodniu pracy w przyjętym okresie rozliczeniowym,prawo farmaceutyczne

2315,czy w obecnej sytuacji dzieci sióstr które odrzuciły spadek wchodzą w krąg spadkobierców czy siostry mogą odrzucić spadek w imieniu małoletnich dzieci czy jeżeli dzieci sióstr dziedziczą po ojcu klienta to czy spadkobiercy mogą sprzedać mieszkanie które wchodzi w skład spadku bez zgody tych dzieci,prawo cywilne

2316,jak długo wspólnota mieszkaniowa powinna przechowywać podjęte uchwały,prawo cywilne

2317,czy wspólnota może zakazać klientce wjazdu na parking na nieruchomości wspólnej,prawo cywilne

2318,co w przedmiotowej sprawie może jeszcze zrobić klientka aby odwołać się od nałożonej kary,inne

2319,w jaki sposób i w jakim terminie pracownik powinien złożyć wniosek o obniżenie wymiaru czasu pracy aby być chronionym od pierwszego dnia po powrocie do pracy czy ochrona wynikająca z wniosku oznacza również ochronę przed zwolnieniem z przyczyn leżących po stronie pracownika z zachowaniem okresu wypowiedzenia czy ochrona wynikająca z wniosku oznacza również ochronę przed zwolnieniem z przyczyn leżących po stronie pracodawcy np z powodu redukcji zatrudnienia z wypłatą odpowiedniego odszkodowania na podstawie przepisów ustawy o zwolnieniach grupowych czy przedsiębiorstwo klientki będzie mogło skierować pracownicę na przestój ekonomiczny płatny  albo obniżyć jej wymiar czasu pracy o  czy pracownica po złożeniu wniosku będzie chroniona również przed takimi działaniami jeżeli na wniosek pracownicy jej etat będzie zmniejszony najpierw np do  na podstawie ochrony wynikającej z wniosku to czy po zmniejszeniu o  na podstawie przepisów specustawy covid będzie on wynosił  czy podstawą zmniejszenia będzie etat obniżony na podstawie wniosku czy pełen etat z umowy o pracę,prawo pracy
